"","ZIPCODE","BLDGZIP","PO_NAME","POPULATION","AREA","STATE","COUNTY","ST_FIPS","CTY_FIPS","URL","SHAPE_AREA","SHAPE_LEN","ZipCode","num_dogs","BreedName","num_breeds","pop_breed","AnimalName","num_names","pop_name","Borough","n_dogs_borough","dogs_per_capita","Affenpinscher","Afghan Hound","Afghan Hound Crossbreed","Airedale Terrier","Akita","Akita Crossbreed","Alaskan Malamute","American Bully","American English Coonhound","American Eskimo dog","American Foxhound","American Hairless Terrier","American Leopard Hound","American Pit Bull Mix / Pit Bull Mix","American Pit Bull Terrier/Pit Bull","American Staffordshire Terrier ","American Water Spaniel","Anatolian Shepherd Dog","Australian Cattle Dog","Australian Cattledog","Australian Kelpie","Australian Shepherd","Australian Silky Terrier","Australian Terrier","Barbet","Basenji","Basset Hound","Bassett Hound","Beagle","Beagle Crossbreed","Bearded Collie","Bedlington Terrier","Belgian Griffon","Belgian Malinois","Belgian Sheepdog","Belgian Tervuren","Berger Picard","Bernese Mountain Dog","Bichon Frise","Bichon Frise Crossbreed","Biewer Terrier","Black and Tan Coonhound","Black Russian Terrier","Bloodhound","Bloodhound Crossbreed","Bluetick Coonhound","Boerboel","Bolognese","Border Collie","Border Collie Crossbreed","Border Terrier","Borzoi","Boston Terrier","Bouvier Des Flandres","Boxer","Boxer Crossbreed","Boykin Spaniel","Bracco Italiano","Briard","Brittany","Brittany Spaniel","Brussels Griffon","Bull Dog, American","Bull Dog, English","Bull Dog, French","Bull Terrier","Bulldog","Bullmastiff","Cairn Terrier","Canaan Dog","Cane Corso","Cardigan Welsh Corgi","Catahoula Leopard Dog","Cavalier King Charles Spaniel","Cesky Terrier","Chesapeake Bay Retriever","Chihuahua","Chihuahua Crossbreed","Chinese Crested","Chinese Shar-Pei","Chinook","Chow Chow","Cirneco dell","Clumber Spaniel","Cocker Spaniel","Cocker Spaniel Crossbreed","Collie","Collie Crossbreed","Collie, Bearded ","Collie, Border","Collie, Rough Coat","Collie, Smooth Coat","Coonhound, Black and Tan","Coonhound, Blue Tick","Coonhound, Treeing Walker","Coton de Tulear","Cotton De Tulear","Curly-Coated Retriever","Dachshund","Dachshund Crossbreed","Dachshund Smooth Coat","Dachshund Smooth Coat Miniature","Dachshund, Long Haired","Dachshund, Long Haired Miniature","Dachshund, Wirehaired","Dachshund, Wirehaired, Miniature","Dalmatian","Dandie Dinmont Terrier","Doberman Pinscher","Dogo Argentino","Dogue de Bordeaux","Dutch Shepherd","English Cocker Spaniel","English Foxhound","English Setter","English Springer Spaniel","English Toy Spaniel","Entlebucher Mountain Dog","Eurasier","Field Spaniel","Fila Brasileiro","Finnish Lapphund","Finnish Spitz","Flat-Coated Retriever","French Bulldog","French Spaniel","German Longhaired Pointer","German Pinscher","German Shepherd Crossbreed","German Shepherd Dog","German Shorthaired Pointer","German Spitz","German Wirehaired Pointer","Giant Schnauzer","Glen of Imaal Terrier","Golden Retriever","Goldendoodle","Gordon Setter","Grand Basset Griffon Vendeen","Great Dane","Great Pyrenees","Greater Swiss Mountain Dog","Greyhound","Hamiltonstovare","Harrier","Havanese","Hovawart","Ibizan Hound","Irish Red and White Setter","Irish Setter","Irish Terrier","Irish Wolfhound","Italian Greyhound","Jack Russell Terrier","Japanese Chin","Japanese Chin/Spaniel","Jindo","Jindo Dog, Korea","Kai Ken","Karelian Bear Dog","Keeshond","Kerry Blue Terrier","Kooikerhondje","Kromfohrlander","Kuvasz","Labradoodle","Labrador Retriever","Labrador Retriever Crossbreed","Lagotto Romagnolo","Lakeland Terrier","Lancashire Heeler","Leonberger","Lhasa Apso","Lowchen","Maltese","Maltese Crossbreed","Maltipoo","Manchester Terrier","Mastiff","Mastiff, Bull","Mastiff, French (Dogue de Bordeaux)","Mastiff, Neapolitan","Mastiff, Old English","Mastiff, Tibetan","Miniature American Shepherd","Miniature Bull Terrier","Miniature Fox Terrier","Miniature Pinscher","Miniature Schnauzer","Morkie","Mudi","Neapolitan Mastiff","Newfoundland","Norfolk Terrier","Norwegian Buhund","Norwegian Elkhound","Norwich Terrier","Nova Scotia Duck Tolling Retriever","Old English Sheepdog","Otterhound","Papillon","Parson Russell Terrier","Pekingese","Pembroke Welsh Corgi","Pembroke Welsh Corgi Crossbreed","Perro de Presa Canario","Peruvian Inca Orchid","Petit Basset Griffon Vendeen","Pharaoh Hound","Pharoh hound","Plott","Pointer","Pointer, German Shorthaired","Pointer, German Wirehaired","Polish Hound","Polish Lowland Sheepdog","Pomeranian","Pomeranian Crossbreed","Poodle","Poodle Crossbreed","Poodle, Miniature","Poodle, Standard","Poodle, Toy","Portuguese Podengo Pequeno","Portuguese Sheepdog","Portuguese Water Dog","Pug","Pug Crossbreed","Puggle","Puli","Pumi","Pyrenean Shepherd","Rat Terrier","Rat Terrier Crossbreed","Redbone Coonhound","Rhodesian Ridgeback","Rottweiler","Rottweiler Crossbreed","Russell Terrier","Russian Toy","Russian Wolfhound","Saint Bernard","Saluki","Samoyed","Schipperke","Schipperkee","Schnauzer Crossbreed","Schnauzer, Giant","Schnauzer, Miniature","Schnauzer, Miniature Crossbreed","Schnauzer, Standard","Scottish Deerhound","Scottish Terrier","Sealyham Terrier","Shar-Pei, Chinese","Shetland Sheepdog","Shiba Inu","Shiba Inu Crossbreed","Shih Tzu","Shih Tzu Crossbreed","Siberian Husky","Siberian Husky Crossbreed","Silky Terrier","Skye Terrier","Small Munsterlander Pointer","Smooth Fox Terrier","Soft Coated Wheaten Terrier","Spanish Water Dog","Spinone Italiano","St. Bernard","Staffordshire Bull Terrier","Standard Schnauzer","Sussex Spaniel","Swedish Vallhund","Terrier Crossbreed","Terrier mix","Thai Ridgeback","Tibetan Mastiff","Tibetan Spaniel","Tibetan Terrier","Toy Fox Terrier","Treeing Tennessee Brindle","Treeing Walker Coonhound","Vizsla","Weimaraner","Welsh Corgi, Cardigan","Welsh Corgi, Pembroke","Welsh Springer Spaniel","Welsh Terrier","West High White Terrier","West Highland White Terrier","Wheaton Terrier","Whippet","Wire Fox Terrier","Wirehaired Pointing Griffon","Xoloitzcuintli","Yorkshire Terrier","Yorkshire Terrier Crossbreed"
"151",10306,"0","Staten Island",55602,174102872.04866,"NY","Richmond","36","085","http://www.usps.com/",0,0,10306,1577,"Shih Tzu",98,"Shih Tzu","BELLA",22,"BELLA","Staten Island",1536,0.0283622891262904,NA,NA,NA,6,1,NA,NA,4,NA,3,5,NA,NA,48,43,14,NA,NA,NA,3,NA,5,NA,NA,NA,2,NA,7,19,13,2,NA,NA,4,NA,NA,NA,1,14,NA,NA,NA,NA,2,NA,NA,NA,NA,4,1,NA,NA,8,NA,26,NA,NA,NA,NA,NA,4,2,NA,13,3,3,4,NA,10,NA,6,NA,NA,12,NA,NA,68,4,1,NA,NA,1,NA,NA,23,NA,1,4,NA,4,2,NA,NA,NA,2,NA,1,NA,12,3,19,6,2,1,NA,NA,3,NA,11,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,30,33,2,NA,NA,NA,NA,32,3,NA,NA,1,3,NA,6,NA,NA,22,NA,1,NA,NA,NA,NA,1,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,72,32,NA,NA,NA,NA,12,NA,55,2,2,1,1,1,NA,NA,1,NA,NA,NA,NA,18,2,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,16,1,5,5,5,12,13,NA,NA,1,17,NA,12,NA,NA,NA,2,NA,NA,6,18,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,15,NA,3,NA,NA,NA,3,6,4,NA,98,9,15,NA,7,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,5,3,NA,5,NA,NA,11,2,11,2,NA,NA,1,98,10
"152",11694,"0","Rockaway Park",20163,48101606.6144704,"NY","Queens","36","081","http://www.usps.com/",0,0,11694,358,"Labrador Retriever",25,"Labrador Retriever","DAISY",5,"DAISY","Queens",343,0.017755294351039,NA,NA,NA,2,1,NA,NA,2,NA,1,NA,1,NA,6,10,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,3,NA,NA,NA,NA,1,NA,1,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,7,3,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,25,12,NA,NA,NA,NA,8,NA,11,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3,NA,3,2,7,2,10,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,3,NA,21,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,22,NA
"153",11224,"0","Brooklyn",49600,46701983.7536391,"NY","Kings","36","047","http://www.usps.com/",0,0,11224,639,"Yorkshire Terrier",85,"Yorkshire Terrier","MAX",12,"MAX","Brooklyn",634,0.012883064516129,NA,NA,NA,NA,2,NA,NA,2,NA,1,1,NA,NA,11,31,6,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,13,3,NA,2,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,7,NA,NA,NA,NA,NA,1,2,NA,2,3,1,3,NA,NA,NA,2,NA,NA,3,NA,NA,43,5,2,NA,NA,NA,NA,NA,7,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,4,1,1,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,8,8,NA,NA,NA,NA,NA,4,1,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,NA,1,NA,31,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,2,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,5,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,3,4,4,8,NA,NA,NA,12,NA,4,NA,NA,NA,4,NA,NA,2,5,NA,2,NA,NA,NA,NA,2,NA,NA,2,NA,5,NA,1,NA,3,NA,1,NA,10,NA,54,4,7,NA,1,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,NA,1,NA,NA,85,1
"154",10308,"0","Staten Island",27612,62751041.8151495,"NY","Richmond","36","085","http://www.usps.com/",0,0,10308,892,"Shih Tzu",67,"Shih Tzu","ROCKY",10,"ROCKY","Staten Island",859,0.0323047950166594,NA,1,NA,5,3,2,NA,NA,NA,3,NA,NA,NA,24,25,7,NA,NA,NA,2,NA,3,NA,NA,NA,NA,1,2,16,6,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,8,1,15,NA,NA,NA,NA,NA,NA,3,NA,6,1,1,4,NA,7,NA,4,NA,NA,8,NA,NA,20,5,NA,NA,NA,2,NA,NA,15,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,4,1,9,2,1,NA,NA,NA,NA,NA,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,13,22,2,NA,NA,NA,NA,13,3,NA,NA,NA,2,NA,3,NA,NA,15,NA,NA,NA,3,NA,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,44,24,NA,NA,NA,1,2,NA,32,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,21,1,2,4,4,3,9,NA,NA,NA,9,NA,7,NA,NA,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,1,NA,1,NA,NA,9,11,NA,67,4,4,1,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,NA,NA,4,NA,2,NA,3,NA,NA,44,4
"155",11697,"0","Breezy Point",4079,59789760.6199218,"NY","Queens","36","081","http://www.usps.com/",0,0,11697,63,"Labrador Retriever",9,"Labrador Retriever","APOLLO",2,"APOLLO","Queens",61,0.0154449620004903,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"156",10312,"0","Staten Island",58506,169087432.907114,"NY","Richmond","36","085","http://www.usps.com/",0,0,10312,1800,"Shih Tzu",134,"Shih Tzu","BELLA",24,"BELLA","Staten Island",1745,0.0307660752743308,NA,NA,NA,1,2,NA,NA,NA,NA,5,2,NA,NA,42,32,10,NA,1,NA,2,NA,5,NA,NA,NA,3,3,6,40,9,NA,NA,NA,2,NA,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,23,NA,37,NA,NA,NA,NA,2,2,3,2,20,4,2,NA,1,7,NA,4,1,NA,13,NA,1,66,10,NA,NA,NA,1,NA,NA,29,1,NA,1,NA,4,NA,NA,1,NA,NA,NA,4,NA,4,1,15,8,4,3,NA,NA,6,NA,5,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,19,42,NA,NA,NA,NA,NA,28,8,NA,NA,3,1,NA,2,NA,NA,33,NA,NA,NA,1,NA,NA,NA,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,115,44,NA,NA,NA,NA,8,NA,74,6,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA,16,2,12,NA,NA,2,NA,NA,NA,NA,1,NA,NA,10,NA,14,NA,NA,NA,NA,1,NA,NA,NA,2,3,NA,NA,NA,37,1,1,6,6,9,9,NA,NA,2,31,NA,24,1,NA,NA,4,NA,NA,4,9,NA,NA,NA,NA,NA,NA,3,NA,NA,6,NA,21,NA,1,NA,NA,NA,2,7,7,1,134,8,8,NA,12,NA,NA,NA,6,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,1,5,NA,NA,3,NA,NA,4,NA,9,1,3,NA,NA,129,5
"157",10309,"0","Staten Island",33114,215835793.517094,"NY","Richmond","36","085","http://www.usps.com/",0,0,10309,936,"Shih Tzu",77,"Shih Tzu","BELLA",16,"BELLA","Staten Island",912,0.0282659902156188,NA,NA,NA,NA,2,NA,1,2,NA,6,NA,NA,NA,21,27,6,NA,NA,1,1,NA,8,NA,NA,NA,NA,2,1,16,4,NA,NA,NA,1,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,1,NA,9,NA,14,1,NA,NA,NA,NA,NA,4,1,7,6,1,NA,1,1,NA,3,2,1,13,NA,NA,23,1,NA,NA,NA,1,NA,NA,16,NA,1,2,NA,3,1,NA,NA,1,NA,NA,1,NA,2,2,3,3,NA,2,NA,NA,NA,NA,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,12,22,1,NA,NA,NA,NA,22,1,NA,NA,2,NA,NA,1,NA,NA,13,NA,NA,NA,1,1,NA,2,10,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,8,42,19,NA,NA,NA,NA,10,NA,35,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3,NA,NA,1,NA,NA,1,NA,NA,2,NA,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,10,1,2,7,9,10,3,NA,NA,NA,14,1,16,NA,NA,NA,2,NA,1,NA,3,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,7,1,NA,NA,2,NA,NA,2,6,NA,77,6,7,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,NA,5,NA,1,1,1,NA,NA,73,1
"158",10307,"0","Staten Island",14096,46028382.6297602,"NY","Richmond","36","085","http://www.usps.com/",0,0,10307,365,"Yorkshire Terrier",21,"Yorkshire Terrier","BELLA",7,"BELLA","Staten Island",355,0.0258938706015891,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,14,7,NA,NA,NA,2,1,NA,4,NA,NA,NA,NA,2,1,7,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2,1,9,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,8,NA,NA,NA,NA,1,NA,NA,9,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,17,NA,NA,NA,1,NA,5,3,NA,NA,2,2,NA,3,NA,NA,10,NA,NA,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,6,NA,NA,NA,NA,5,NA,7,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3,2,6,NA,NA,NA,NA,11,NA,4,NA,NA,NA,1,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,3,NA,12,1,7,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,21,NA
"159",10280,"0","New York",3170,2234114.00737477,"NY","New York","36","061","http://www.usps.com/",0,0,10280,323,"Labrador Retriever",25,"Labrador Retriever","HUDSON",4,"HUDSON","Manhattan",323,0.101892744479495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,2,NA,NA,NA,1,NA,NA,6,NA,NA,20,3,NA,NA,NA,2,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,11,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,9,25,6,NA,NA,NA,NA,NA,NA,7,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,NA,2,1,5,NA,2,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,5,NA,18,1,3,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,1,NA,NA,5,NA
"160",11372,"0","Jackson Heights",66636,20163283.8743202,"NY","Queens","36","081","http://www.usps.com/",0,0,11372,837,"Shih Tzu",56,"Shih Tzu","LOLA",12,"LOLA","Queens",827,0.0125607779578606,NA,NA,NA,NA,2,NA,NA,1,NA,3,NA,NA,1,17,25,5,NA,1,NA,2,NA,2,1,NA,NA,1,NA,NA,21,7,NA,NA,NA,2,NA,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,5,NA,NA,NA,NA,NA,1,11,NA,7,5,NA,1,NA,2,NA,NA,NA,NA,7,NA,NA,47,9,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,3,1,NA,1,NA,NA,1,1,NA,NA,2,4,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,7,7,NA,NA,NA,NA,NA,5,NA,NA,NA,1,1,NA,4,NA,1,10,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,23,11,NA,NA,NA,NA,7,NA,33,5,6,NA,1,NA,NA,NA,NA,NA,2,1,NA,6,7,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,5,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,12,3,4,10,15,12,15,NA,NA,NA,7,NA,4,NA,NA,NA,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,20,1,5,NA,NA,NA,2,1,13,NA,56,9,11,1,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,4,NA,NA,NA,NA,1,NA,NA,NA,1,2,1,NA,NA,5,NA,3,2,NA,NA,1,47,5
"161",11004,"0","Glen Oaks",11776,22606526.9135699,"NY","Queens","36","081","http://www.usps.com/",0,0,11004,239,"Shih Tzu",13,"Shih Tzu","MAX",7,"MAX","Queens",225,0.0202955163043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,1,NA,7,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,4,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2,1,NA,3,NA,NA,1,NA,6,NA,1,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,1,2,2,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,13,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,13,NA
